temperature,ph,turbidity,tds,light,timestamp,risk_score,risk_level
25.63,6.0,43.62,800.0,1150.74,2026-04-01 12:18:57.202,45,Moderate
25.58,6.0,38.18,800.0,1405.41,2026-04-01 12:21:57.202,45,Moderate
25.55,6.0,46.01,800.0,2381.95,2026-04-01 12:24:57.202,45,Moderate
25.56,6.0,44.67,800.0,1573.42,2026-04-01 12:27:57.202,45,Moderate
25.46,6.0,60.04,800.0,85.77,2026-04-01 12:30:57.202,45,Moderate
25.55,6.01,54.89,800.0,74.01,2026-04-01 12:33:57.202,45,Moderate
25.63,6.01,60.76,800.0,70.89,2026-04-01 12:36:57.202,45,Moderate
25.65,6.0,57.11,800.0,52.56,2026-04-01 12:39:57.202,45,Moderate
25.57,6.0,53.26,800.0,85.33,2026-04-01 12:42:57.202,45,Moderate
25.58,6.0,59.54,800.0,54.57,2026-04-01 12:45:57.202,45,Moderate
25.5,6.0,55.7,800.0,58.16,2026-04-01 12:48:57.202,45,Moderate
25.46,6.0,61.42,800.0,177.28,2026-04-01 12:51:57.202,45,Moderate
25.5,6.0,66.18,800.0,174.13,2026-04-01 12:54:57.202,45,Moderate
25.56,6.0,59.36,800.0,136.28,2026-04-01 12:57:57.202,45,Moderate
25.54,6.0,59.58,800.0,141.85,2026-04-01 13:00:57.202,45,Moderate
25.57,6.01,52.03,798.68,32.44,2026-04-01 13:03:57.202,45,Moderate
25.56,6.0,47.87,799.03,47.55,2026-04-01 13:06:57.202,45,Moderate
25.61,6.0,53.33,799.53,72.37,2026-04-01 13:09:57.202,45,Moderate
25.68,6.0,57.46,800.0,53.74,2026-04-01 13:12:57.202,45,Moderate
25.66,6.01,56.67,800.0,61.44,2026-04-01 13:15:57.202,45,Moderate
25.7,6.0,53.75,800.0,32.87,2026-04-01 13:18:57.202,45,Moderate
25.61,6.0,55.03,800.0,50.67,2026-04-01 13:21:57.202,45,Moderate
25.58,6.0,53.29,800.0,38.24,2026-04-01 13:24:57.202,45,Moderate
25.51,6.0,48.21,800.0,148.35,2026-04-01 13:27:57.202,45,Moderate
25.62,6.0,49.75,800.0,225.01,2026-04-01 13:30:57.202,45,Moderate
25.6,6.0,53.18,800.0,323.04,2026-04-01 13:33:57.202,45,Moderate
25.44,6.0,53.83,799.9,291.56,2026-04-01 13:36:57.202,45,Moderate
25.5,6.0,53.06,800.0,306.22,2026-04-01 13:39:57.202,45,Moderate
25.44,6.0,55.85,800.0,145.61,2026-04-01 13:42:57.202,45,Moderate
25.5,6.0,57.85,800.0,308.75,2026-04-01 13:45:57.202,45,Moderate
25.43,6.0,47.6,800.0,254.5,2026-04-01 13:48:57.202,45,Moderate
25.41,6.0,49.64,800.0,143.51,2026-04-01 13:51:57.202,45,Moderate
25.44,6.0,55.49,799.2,228.13,2026-04-01 13:54:57.202,45,Moderate
25.47,6.0,50.53,800.0,114.89,2026-04-01 13:57:57.202,45,Moderate
25.51,6.01,57.43,800.0,272.52,2026-04-01 14:00:57.202,45,Moderate
25.5,6.0,57.56,800.0,231.87,2026-04-01 14:03:57.202,45,Moderate
25.49,6.0,51.76,800.0,248.93,2026-04-01 14:06:57.202,45,Moderate
25.55,6.0,53.36,798.8,324.33,2026-04-01 14:09:57.202,45,Moderate
25.49,6.0,51.06,798.44,328.94,2026-04-01 14:12:57.202,45,Moderate
25.48,6.0,54.93,798.54,157.83,2026-04-01 14:15:57.202,45,Moderate
25.51,6.0,50.93,799.62,339.34,2026-04-01 14:18:57.202,45,Moderate
25.59,6.0,52.29,800.0,266.66,2026-04-01 14:21:57.202,45,Moderate
25.6,6.0,50.59,800.0,334.33,2026-04-01 14:24:57.202,45,Moderate
25.49,6.0,51.76,800.0,162.04,2026-04-01 14:27:57.202,45,Moderate
25.56,6.0,53.4,800.0,103.15,2026-04-01 14:30:57.202,45,Moderate
25.58,6.0,53.79,800.0,158.58,2026-04-01 14:33:57.202,45,Moderate
25.7,6.0,55.79,798.28,268.9,2026-04-01 14:36:57.202,45,Moderate
25.63,6.0,56.32,800.0,225.68,2026-04-01 14:39:57.202,45,Moderate
25.66,6.0,54.34,800.0,300.28,2026-04-01 14:42:57.202,45,Moderate
25.66,6.0,55.9,800.0,164.09,2026-04-01 14:45:57.202,45,Moderate
25.56,6.0,51.51,800.0,363.43,2026-04-01 14:48:57.202,45,Moderate
25.52,6.0,50.43,799.27,90.98,2026-04-01 14:51:57.202,45,Moderate
25.57,6.0,57.8,800.0,334.68,2026-04-01 14:54:57.202,45,Moderate
25.54,6.0,52.85,800.0,239.94,2026-04-01 14:57:57.202,45,Moderate
25.59,6.0,55.81,800.0,221.88,2026-04-01 15:00:57.202,45,Moderate
25.6,6.0,49.76,799.65,313.51,2026-04-01 15:03:57.202,45,Moderate
25.57,6.0,55.04,799.81,330.95,2026-04-01 15:06:57.202,45,Moderate
25.58,6.0,56.41,800.0,197.94,2026-04-01 15:09:57.202,45,Moderate
25.61,6.0,53.85,800.0,236.96,2026-04-01 15:12:57.202,45,Moderate
25.67,6.0,52.29,800.0,338.7,2026-04-01 15:15:57.202,45,Moderate
25.55,6.0,54.52,800.0,115.91,2026-04-01 15:18:57.202,45,Moderate
25.57,6.0,54.09,799.22,191.66,2026-04-01 15:21:57.202,45,Moderate
25.51,6.0,53.85,800.0,165.28,2026-04-01 15:24:57.202,45,Moderate
25.51,6.0,53.38,800.0,351.58,2026-04-01 15:27:57.202,45,Moderate
25.53,6.0,52.44,800.0,233.95,2026-04-01 15:30:57.202,45,Moderate
25.57,6.0,56.97,800.0,352.86,2026-04-01 15:33:57.202,45,Moderate
25.53,6.0,53.24,800.0,152.27,2026-04-01 15:36:57.202,45,Moderate
25.46,6.0,56.74,799.12,206.15,2026-04-01 15:39:57.202,45,Moderate
25.5,6.0,52.18,799.6,314.67,2026-04-01 15:42:57.202,45,Moderate
25.55,6.0,47.07,799.59,330.25,2026-04-01 15:45:57.202,45,Moderate
25.59,6.0,51.62,799.62,223.72,2026-04-01 15:48:57.202,45,Moderate
25.64,6.0,57.03,800.0,347.7,2026-04-01 15:51:57.202,45,Moderate
25.63,6.0,54.13,800.0,200.74,2026-04-01 15:54:57.202,45,Moderate
25.63,6.0,56.13,800.0,297.0,2026-04-01 15:57:57.202,45,Moderate
25.55,6.0,52.64,800.0,193.79,2026-04-01 16:00:57.202,45,Moderate
25.58,6.0,51.35,799.7,96.97,2026-04-01 16:03:57.202,45,Moderate
25.67,6.0,49.68,800.0,179.24,2026-04-01 16:06:57.202,45,Moderate
25.55,6.0,50.47,800.0,204.66,2026-04-01 16:09:57.202,45,Moderate
25.5,6.0,47.93,800.0,272.77,2026-04-01 16:12:57.202,45,Moderate
25.43,6.0,53.08,799.15,125.2,2026-04-01 16:15:57.202,45,Moderate
25.44,6.0,51.94,800.0,344.98,2026-04-01 16:18:57.202,45,Moderate
25.45,6.0,51.38,800.0,325.67,2026-04-01 16:21:57.202,45,Moderate
25.54,6.0,55.41,800.0,188.14,2026-04-01 16:24:57.202,45,Moderate
25.63,6.0,51.05,799.64,292.76,2026-04-01 16:27:57.202,45,Moderate
25.53,6.0,47.6,799.93,150.33,2026-04-01 16:30:57.202,45,Moderate
25.59,6.0,44.59,800.0,232.27,2026-04-01 16:33:57.202,45,Moderate
25.6,6.0,56.41,799.22,232.58,2026-04-01 16:36:57.202,45,Moderate
25.7,6.0,51.82,799.95,289.63,2026-04-01 16:39:57.202,45,Moderate
25.57,6.0,46.86,800.0,111.93,2026-04-01 16:42:57.202,45,Moderate
25.54,6.0,53.84,799.98,274.92,2026-04-01 16:45:57.202,45,Moderate
25.51,6.0,51.94,800.0,137.7,2026-04-01 16:48:57.202,45,Moderate
25.43,6.0,52.92,800.0,309.08,2026-04-01 16:51:57.202,45,Moderate
25.44,6.0,50.06,800.0,285.88,2026-04-01 16:54:57.202,45,Moderate
25.56,6.0,52.49,800.0,268.01,2026-04-01 16:57:57.202,45,Moderate
25.57,6.0,46.63,799.9,188.66,2026-04-01 17:00:57.202,45,Moderate
25.53,6.0,47.94,800.0,322.73,2026-04-01 17:03:57.202,45,Moderate
25.57,6.0,48.5,800.0,331.64,2026-04-01 17:06:57.202,45,Moderate
25.6,6.0,52.56,800.0,274.92,2026-04-01 17:09:57.202,45,Moderate
25.59,6.0,51.93,800.0,152.69,2026-04-01 17:12:57.202,45,Moderate
25.5,6.0,51.73,800.0,165.4,2026-04-01 17:15:57.202,45,Moderate
25.46,6.0,55.35,799.96,299.99,2026-04-01 17:18:57.202,45,Moderate
25.53,6.0,54.37,800.0,108.69,2026-04-01 17:21:57.202,45,Moderate
25.51,6.0,54.75,800.0,114.56,2026-04-01 17:24:57.202,45,Moderate
25.57,6.0,51.78,799.47,203.77,2026-04-01 17:27:57.202,45,Moderate
25.6,6.0,45.69,798.48,19.41,2026-04-01 17:30:57.202,45,Moderate
25.57,6.0,53.1,799.8,3.68,2026-04-01 17:33:57.202,45,Moderate
25.62,6.0,48.83,800.0,10.46,2026-04-01 17:36:57.202,45,Moderate
25.58,6.0,51.8,800.0,11.91,2026-04-01 17:39:57.202,45,Moderate
25.57,6.0,47.49,799.64,2.35,2026-04-01 17:42:57.202,45,Moderate
25.5,6.0,50.88,799.67,0.94,2026-04-01 17:45:57.202,45,Moderate
25.49,6.0,52.33,800.0,18.71,2026-04-01 17:48:57.202,45,Moderate
25.51,6.0,51.03,799.84,13.51,2026-04-01 17:51:57.202,45,Moderate
25.59,6.0,49.4,800.0,5.2,2026-04-01 17:54:57.202,45,Moderate
25.53,6.0,49.63,800.0,3.95,2026-04-01 17:57:57.202,45,Moderate
25.39,6.0,53.04,799.14,17.66,2026-04-01 18:00:57.202,45,Moderate
25.37,6.0,49.79,800.0,5.96,2026-04-01 18:03:57.202,45,Moderate
25.54,6.0,45.74,800.0,13.37,2026-04-01 18:06:57.202,45,Moderate
25.41,6.0,50.99,800.0,17.38,2026-04-01 18:09:57.202,45,Moderate
25.46,6.0,49.23,800.0,0.73,2026-04-01 18:12:57.202,45,Moderate
25.49,6.0,48.64,800.0,9.62,2026-04-01 18:15:57.202,45,Moderate
25.58,6.0,51.16,800.0,10.93,2026-04-01 18:18:57.202,45,Moderate
25.51,6.0,49.42,800.0,14.44,2026-04-01 18:21:57.202,45,Moderate
25.45,6.0,49.24,800.0,11.85,2026-04-01 18:24:57.202,45,Moderate
25.5,6.0,51.32,799.13,16.04,2026-04-01 18:27:57.202,45,Moderate
25.52,6.0,49.08,800.0,2.82,2026-04-01 18:30:57.202,45,Moderate
25.55,6.0,50.18,800.0,2.58,2026-04-01 18:33:57.202,45,Moderate
25.6,6.0,45.76,800.0,4.34,2026-04-01 18:36:57.202,45,Moderate
25.56,6.0,51.19,800.0,1.0,2026-04-01 18:39:57.202,45,Moderate
25.46,6.0,46.62,800.0,3.66,2026-04-01 18:42:57.202,45,Moderate
25.48,6.0,47.04,799.87,2.18,2026-04-01 18:45:57.202,45,Moderate
25.56,6.0,55.98,799.76,1.75,2026-04-01 18:48:57.202,45,Moderate
25.51,6.0,54.86,799.63,2.99,2026-04-01 18:51:57.202,45,Moderate
25.54,6.01,49.69,799.8,1.79,2026-04-01 18:54:57.202,45,Moderate
25.68,6.0,46.53,799.58,4.23,2026-04-01 18:57:57.202,45,Moderate
25.69,6.0,48.77,799.63,0.14,2026-04-01 19:00:57.202,45,Moderate
25.58,6.0,52.87,799.36,1.85,2026-04-01 19:03:57.202,45,Moderate
25.52,6.0,47.05,799.42,2.31,2026-04-01 19:06:57.202,45,Moderate
25.51,6.0,53.41,800.0,4.03,2026-04-01 19:09:57.202,45,Moderate
25.63,6.0,52.68,800.0,1.12,2026-04-01 19:12:57.202,45,Moderate
25.56,6.0,48.59,800.0,0.72,2026-04-01 19:15:57.202,45,Moderate
25.56,6.0,56.6,800.0,4.04,2026-04-01 19:18:57.202,45,Moderate
25.57,6.0,53.74,799.64,0.79,2026-04-01 19:21:57.202,45,Moderate
25.66,6.0,50.34,799.97,4.25,2026-04-01 19:24:57.202,45,Moderate
25.7,6.0,49.37,800.0,4.5,2026-04-01 19:27:57.202,45,Moderate
25.61,6.0,51.58,799.86,3.36,2026-04-01 19:30:57.202,45,Moderate
25.65,6.0,47.28,799.41,0.33,2026-04-01 19:33:57.202,45,Moderate
25.61,6.0,45.77,800.0,4.94,2026-04-01 19:36:57.202,45,Moderate
25.56,6.0,50.2,800.0,2.9,2026-04-01 19:39:57.202,45,Moderate
25.61,6.0,45.18,800.0,0.6,2026-04-01 19:42:57.202,45,Moderate
25.68,6.01,50.08,800.0,1.43,2026-04-01 19:45:57.202,45,Moderate
25.62,6.0,46.63,800.0,1.49,2026-04-01 19:48:57.202,45,Moderate
25.5,6.0,52.85,800.0,1.79,2026-04-01 19:51:57.202,45,Moderate
25.54,6.0,51.96,800.0,3.61,2026-04-01 19:54:57.202,45,Moderate
25.52,6.0,52.67,799.66,4.16,2026-04-01 19:57:57.202,45,Moderate
25.59,6.0,52.67,800.0,3.97,2026-04-01 20:00:57.202,45,Moderate
25.57,6.03,53.2,799.92,3.99,2026-04-01 20:03:57.202,45,Moderate
25.61,6.0,50.34,800.0,2.48,2026-04-01 20:06:57.202,45,Moderate
25.64,6.0,51.86,800.0,1.48,2026-04-01 20:09:57.202,45,Moderate
25.48,6.0,52.33,800.0,0.86,2026-04-01 20:12:57.202,45,Moderate
25.53,6.01,47.33,800.0,1.47,2026-04-01 20:15:57.202,45,Moderate
25.63,6.0,51.91,800.0,1.75,2026-04-01 20:18:57.202,45,Moderate
25.68,6.0,51.94,800.0,3.85,2026-04-01 20:21:57.202,45,Moderate
25.6,6.0,48.04,799.97,0.76,2026-04-01 20:24:57.202,45,Moderate
25.58,6.0,53.57,800.0,2.45,2026-04-01 20:27:57.202,45,Moderate
25.52,6.0,52.68,800.0,1.04,2026-04-01 20:30:57.202,45,Moderate
25.58,6.0,54.79,800.0,3.02,2026-04-01 20:33:57.202,45,Moderate
25.54,6.0,51.18,800.0,4.39,2026-04-01 20:36:57.202,45,Moderate
25.53,6.0,56.14,799.7,0.38,2026-04-01 20:39:57.202,45,Moderate
25.56,6.0,48.96,800.0,3.44,2026-04-01 20:42:57.202,45,Moderate
25.55,6.0,52.25,800.0,3.12,2026-04-01 20:45:57.202,45,Moderate
25.6,6.0,48.72,800.0,2.9,2026-04-01 20:48:57.202,45,Moderate
25.64,6.0,51.29,799.73,2.58,2026-04-01 20:51:57.202,45,Moderate
25.68,6.0,53.3,800.0,4.2,2026-04-01 20:54:57.202,45,Moderate
25.54,6.0,45.67,800.0,2.91,2026-04-01 20:57:57.202,45,Moderate
25.57,6.0,48.25,800.0,0.03,2026-04-01 21:00:57.202,45,Moderate
25.55,6.0,49.06,800.0,2.93,2026-04-01 21:03:57.202,45,Moderate
25.53,6.0,51.59,800.0,4.16,2026-04-01 21:06:57.202,45,Moderate
25.47,6.0,48.1,800.0,0.82,2026-04-01 21:09:57.202,45,Moderate
25.54,6.0,54.13,799.3,0.43,2026-04-01 21:12:57.202,45,Moderate
25.72,6.0,44.78,800.0,3.9,2026-04-01 21:15:57.202,45,Moderate
25.61,6.0,46.98,800.0,0.1,2026-04-01 21:18:57.202,45,Moderate
25.63,6.0,47.08,800.0,1.97,2026-04-01 21:21:57.202,45,Moderate
25.64,6.0,49.9,800.0,1.82,2026-04-01 21:24:57.202,45,Moderate
25.58,6.0,45.88,800.0,1.78,2026-04-01 21:27:57.202,45,Moderate
25.68,6.0,46.72,800.0,2.2,2026-04-01 21:30:57.202,45,Moderate
25.7,6.0,47.05,799.0,1.29,2026-04-01 21:33:57.202,45,Moderate
25.54,6.0,47.09,799.51,3.48,2026-04-01 21:36:57.202,45,Moderate
25.59,6.0,49.53,800.0,1.56,2026-04-01 21:39:57.202,45,Moderate
25.53,6.0,51.82,800.0,2.53,2026-04-01 21:42:57.202,45,Moderate
25.58,6.0,48.78,799.62,2.23,2026-04-01 21:45:57.202,45,Moderate
25.6,6.0,52.39,799.72,1.7,2026-04-01 21:48:57.202,45,Moderate
25.69,6.0,48.22,799.83,3.04,2026-04-01 21:51:57.202,45,Moderate
25.64,6.0,51.05,799.64,1.43,2026-04-01 21:54:57.202,45,Moderate
25.61,6.0,52.58,800.0,3.83,2026-04-01 21:57:57.202,45,Moderate
25.48,6.0,47.52,800.0,1.96,2026-04-01 22:00:57.202,45,Moderate
25.54,6.0,46.99,800.0,4.86,2026-04-01 22:03:57.202,45,Moderate
25.69,6.0,50.61,800.0,0.28,2026-04-01 22:06:57.202,45,Moderate
25.66,6.0,43.9,800.0,0.4,2026-04-01 22:09:57.202,45,Moderate
25.53,6.0,54.56,800.0,4.84,2026-04-01 22:12:57.202,45,Moderate
25.6,6.0,52.8,800.0,1.77,2026-04-01 22:15:57.202,45,Moderate
25.53,6.0,54.09,800.0,4.8,2026-04-01 22:18:57.202,45,Moderate
25.51,6.0,49.77,800.0,1.69,2026-04-01 22:21:57.202,45,Moderate
25.6,6.0,48.22,800.0,0.95,2026-04-01 22:24:57.202,45,Moderate
25.61,6.0,48.08,800.0,0.34,2026-04-01 22:27:57.202,45,Moderate
25.59,6.0,51.86,800.0,2.74,2026-04-01 22:30:57.202,45,Moderate
25.58,6.0,46.65,800.0,1.68,2026-04-01 22:33:57.202,45,Moderate
25.55,6.0,48.6,800.0,0.81,2026-04-01 22:36:57.202,45,Moderate
25.59,6.0,48.21,800.0,3.15,2026-04-01 22:39:57.202,45,Moderate
25.67,6.0,51.17,800.0,2.66,2026-04-01 22:42:57.202,45,Moderate
25.6,6.01,46.15,799.24,4.63,2026-04-01 22:45:57.202,45,Moderate
25.65,6.0,48.92,800.0,4.34,2026-04-01 22:48:57.202,45,Moderate
25.52,6.0,54.16,799.82,3.86,2026-04-01 22:51:57.202,45,Moderate
25.5,6.0,51.23,800.0,2.87,2026-04-01 22:54:57.202,45,Moderate
25.54,6.0,47.7,799.6,2.21,2026-04-01 22:57:57.202,45,Moderate
25.61,6.0,47.37,800.0,0.72,2026-04-01 23:00:57.202,45,Moderate
25.61,6.0,50.62,800.0,4.46,2026-04-01 23:03:57.202,45,Moderate
25.62,6.0,47.75,800.0,3.59,2026-04-01 23:06:57.202,45,Moderate
25.68,6.0,46.1,800.0,1.94,2026-04-01 23:09:57.202,45,Moderate
25.68,6.0,49.9,798.42,3.59,2026-04-01 23:12:57.202,45,Moderate
25.61,6.0,48.08,799.13,1.34,2026-04-01 23:15:57.202,45,Moderate
25.66,6.0,48.62,799.96,1.3,2026-04-01 23:18:57.202,45,Moderate
25.64,6.02,51.35,800.0,2.56,2026-04-01 23:21:57.202,45,Moderate
25.5,6.02,47.44,800.0,2.69,2026-04-01 23:24:57.202,45,Moderate
25.56,6.0,44.25,800.0,1.55,2026-04-01 23:27:57.202,45,Moderate
25.51,6.0,49.74,799.1,61.45,2026-04-01 23:30:57.202,45,Moderate
25.59,6.0,46.4,799.32,24.93,2026-04-01 23:33:57.202,45,Moderate
25.63,6.0,47.03,799.84,99.29,2026-04-01 23:36:57.202,45,Moderate
25.63,6.0,48.48,799.64,68.73,2026-04-01 23:39:57.202,45,Moderate
25.61,6.0,46.58,799.8,49.32,2026-04-01 23:42:57.202,45,Moderate
25.73,6.0,49.47,800.0,119.39,2026-04-01 23:45:57.202,45,Moderate
25.69,6.0,51.78,799.36,54.47,2026-04-01 23:48:57.202,45,Moderate
25.66,6.0,43.6,799.67,47.79,2026-04-01 23:51:57.202,45,Moderate
25.65,6.0,50.37,800.0,36.34,2026-04-01 23:54:57.202,45,Moderate
25.72,6.0,51.2,800.0,86.32,2026-04-01 23:57:57.202,45,Moderate
25.63,6.0,52.6,800.0,62.63,2026-04-02 00:00:57.202,45,Moderate
25.71,6.0,45.52,800.0,104.78,2026-04-02 00:03:57.202,45,Moderate
25.68,6.0,51.66,800.0,54.46,2026-04-02 00:06:57.202,45,Moderate
25.59,6.0,47.36,799.33,115.06,2026-04-02 00:09:57.202,45,Moderate
25.61,6.0,42.97,800.0,91.15,2026-04-02 00:12:57.202,45,Moderate
25.56,6.0,51.39,799.97,117.49,2026-04-02 00:15:57.202,45,Moderate
25.69,6.0,46.38,800.0,33.62,2026-04-02 00:18:57.202,45,Moderate
25.63,6.0,51.91,799.56,36.93,2026-04-02 00:21:57.202,45,Moderate
25.52,6.0,52.08,799.56,77.88,2026-04-02 00:24:57.202,45,Moderate
25.49,6.0,44.1,800.0,65.45,2026-04-02 00:27:57.202,45,Moderate
25.53,6.0,49.78,800.0,83.62,2026-04-02 00:30:57.202,45,Moderate
25.56,6.0,46.02,799.81,75.92,2026-04-02 00:33:57.202,45,Moderate
25.59,6.0,45.14,799.17,59.16,2026-04-02 00:36:57.202,45,Moderate
25.64,6.0,51.82,799.1,63.0,2026-04-02 00:39:57.202,45,Moderate
25.64,6.0,46.3,799.65,21.63,2026-04-02 00:42:57.202,45,Moderate
25.62,6.0,46.06,799.88,89.46,2026-04-02 00:45:57.202,45,Moderate
25.55,6.0,50.76,799.42,91.73,2026-04-02 00:48:57.202,45,Moderate
25.58,6.0,54.01,800.0,31.13,2026-04-02 00:51:57.202,45,Moderate
25.62,6.0,50.63,800.0,110.32,2026-04-02 00:54:57.202,45,Moderate
25.49,6.01,52.7,800.0,102.84,2026-04-02 00:57:57.202,45,Moderate
25.55,6.0,51.86,799.95,96.69,2026-04-02 01:00:57.202,45,Moderate
25.65,6.0,46.57,800.0,97.12,2026-04-02 01:03:57.202,45,Moderate
25.56,6.0,48.54,800.0,80.2,2026-04-02 01:06:57.202,45,Moderate
25.61,6.0,44.7,800.0,106.24,2026-04-02 01:09:57.202,45,Moderate
25.53,6.0,44.13,800.0,98.42,2026-04-02 01:12:57.202,45,Moderate
25.62,6.0,51.62,799.75,114.52,2026-04-02 01:15:57.202,45,Moderate
25.75,6.0,48.34,800.0,102.77,2026-04-02 01:18:57.202,45,Moderate
25.7,6.0,51.15,799.85,93.82,2026-04-02 01:21:57.202,45,Moderate
25.63,6.0,44.14,800.0,53.74,2026-04-02 01:24:57.202,45,Moderate
25.69,6.0,49.34,800.0,64.76,2026-04-02 01:27:57.202,45,Moderate
25.63,6.0,43.61,800.0,112.87,2026-04-02 01:30:57.202,45,Moderate
25.66,6.0,46.93,800.0,672.42,2026-04-02 01:33:57.202,45,Moderate
25.49,6.0,49.51,799.54,466.15,2026-04-02 01:36:57.202,45,Moderate
25.63,6.0,50.58,800.0,643.33,2026-04-02 01:39:57.202,45,Moderate
25.6,6.0,46.57,799.45,648.01,2026-04-02 01:42:57.202,45,Moderate
25.6,6.0,49.0,800.0,658.7,2026-04-02 01:45:57.202,45,Moderate
25.63,6.01,43.17,800.0,468.15,2026-04-02 01:48:57.202,45,Moderate
25.55,6.0,50.86,800.0,345.17,2026-04-02 01:51:57.202,45,Moderate
25.63,6.0,46.66,800.0,348.12,2026-04-02 01:54:57.202,45,Moderate
25.67,6.0,49.55,800.0,154.44,2026-04-02 01:57:57.202,45,Moderate
25.61,6.0,52.76,800.0,420.9,2026-04-02 02:00:57.202,45,Moderate
25.48,6.0,45.52,800.0,125.28,2026-04-02 02:03:57.202,45,Moderate
25.59,6.0,46.78,800.0,341.38,2026-04-02 02:06:57.202,45,Moderate
25.52,6.01,45.65,800.0,204.42,2026-04-02 02:09:57.202,45,Moderate
25.58,6.01,54.0,799.47,218.03,2026-04-02 02:12:57.202,45,Moderate
25.66,6.02,49.35,800.0,498.0,2026-04-02 02:15:57.202,45,Moderate
25.61,6.0,50.05,800.0,458.78,2026-04-02 02:18:57.202,45,Moderate
25.69,6.0,51.79,800.0,305.37,2026-04-02 02:21:57.202,45,Moderate
25.62,6.0,43.98,800.0,185.1,2026-04-02 02:24:57.202,45,Moderate
25.62,6.0,41.63,800.0,440.59,2026-04-02 02:27:57.202,45,Moderate
25.61,6.0,62.38,800.0,2172.04,2026-04-02 02:30:57.202,45,Moderate
25.55,6.0,59.02,800.0,1863.27,2026-04-02 02:33:57.202,45,Moderate
25.52,6.0,54.98,800.0,1926.15,2026-04-02 02:36:57.202,45,Moderate
25.51,6.0,61.63,800.0,2685.48,2026-04-02 02:39:57.202,45,Moderate
25.56,6.0,52.7,800.0,2623.1,2026-04-02 02:42:57.202,45,Moderate
25.6,6.0,53.91,800.0,1835.37,2026-04-02 02:45:57.202,45,Moderate
25.51,6.0,63.15,800.0,2386.57,2026-04-02 02:48:57.202,45,Moderate
25.55,6.0,61.9,800.0,2719.89,2026-04-02 02:51:57.202,45,Moderate
25.58,6.0,61.05,800.0,1300.98,2026-04-02 02:54:57.202,45,Moderate
25.6,6.0,65.1,800.0,1340.73,2026-04-02 02:57:57.202,45,Moderate
25.63,6.0,59.27,800.0,1972.44,2026-04-02 03:00:57.202,45,Moderate
25.64,6.0,53.71,800.0,1718.37,2026-04-02 03:03:57.202,45,Moderate
25.58,6.0,50.64,799.42,2557.64,2026-04-02 03:06:57.202,45,Moderate
25.65,6.0,57.8,799.07,2647.21,2026-04-02 03:09:57.202,45,Moderate
25.64,6.0,50.96,799.08,2284.51,2026-04-02 03:12:57.202,45,Moderate
25.64,6.0,53.1,798.91,1564.52,2026-04-02 03:15:57.202,45,Moderate
25.7,6.0,53.58,800.0,2511.56,2026-04-02 03:18:57.202,45,Moderate
25.66,6.0,57.08,800.0,2888.73,2026-04-02 03:21:57.202,45,Moderate
25.61,6.0,54.29,800.0,2286.48,2026-04-02 03:24:57.202,45,Moderate
25.63,6.0,57.84,800.0,1577.98,2026-04-02 03:27:57.202,45,Moderate
25.55,6.0,53.02,799.88,2114.71,2026-04-02 03:30:57.202,45,Moderate
25.53,6.0,54.84,800.0,2690.93,2026-04-02 03:33:57.202,45,Moderate
25.58,6.0,56.09,800.0,2226.07,2026-04-02 03:36:57.202,45,Moderate
25.56,6.0,49.97,800.0,2422.21,2026-04-02 03:39:57.202,45,Moderate
25.56,6.0,53.14,800.0,2333.26,2026-04-02 03:42:57.202,45,Moderate
25.65,6.0,53.22,799.39,2053.73,2026-04-02 03:45:57.202,45,Moderate
25.53,6.0,57.52,800.0,1376.0,2026-04-02 03:48:57.202,45,Moderate
25.61,6.0,52.6,799.86,1743.11,2026-04-02 03:51:57.202,45,Moderate
25.65,6.0,53.36,800.0,2272.6,2026-04-02 03:54:57.202,45,Moderate
25.56,6.0,49.38,800.0,2140.88,2026-04-02 03:57:57.202,45,Moderate
25.61,6.0,52.32,799.67,2309.97,2026-04-02 04:00:57.202,45,Moderate
25.69,6.0,52.89,800.0,2429.18,2026-04-02 04:03:57.202,45,Moderate
25.72,6.0,57.32,800.0,1562.99,2026-04-02 04:06:57.202,45,Moderate
25.63,6.0,52.26,800.0,2233.67,2026-04-02 04:09:57.202,45,Moderate
25.62,6.0,57.12,800.0,2712.4,2026-04-02 04:12:57.202,45,Moderate
25.6,6.0,55.87,799.72,2759.7,2026-04-02 04:15:57.202,45,Moderate
25.64,6.0,52.67,800.0,2558.77,2026-04-02 04:18:57.202,45,Moderate
25.54,6.0,55.48,800.0,2452.97,2026-04-02 04:21:57.202,45,Moderate
25.57,6.0,50.12,799.22,2130.69,2026-04-02 04:24:57.202,45,Moderate
25.58,6.0,54.81,799.45,2578.01,2026-04-02 04:27:57.202,45,Moderate
25.76,6.0,52.45,799.46,2316.77,2026-04-02 04:30:57.202,45,Moderate
25.77,6.0,48.5,799.99,2896.03,2026-04-02 04:33:57.202,45,Moderate
25.84,6.0,53.7,800.0,2478.65,2026-04-02 04:36:57.202,45,Moderate
25.8,6.0,57.35,799.88,1948.37,2026-04-02 04:39:57.202,45,Moderate
25.76,6.0,52.02,800.0,2817.07,2026-04-02 04:42:57.202,45,Moderate
25.72,6.0,52.69,800.0,1659.74,2026-04-02 04:45:57.202,45,Moderate
25.73,6.0,54.91,798.88,2474.83,2026-04-02 04:48:57.202,45,Moderate
